step,epsilon,team_avg,team_avg_ma,agent0_avg,agent0_avg_ma,agent1_avg,agent1_avg_ma,agent2_avg,agent2_avg_ma,agent0_task0,agent0_task0_ma,agent0_task1,agent0_task1_ma,agent0_task2,agent0_task2_ma,agent0_task3,agent0_task3_ma,agent0_task4,agent0_task4_ma,duration_ms,comm_mb,spdcmp_calls,sedtp_calls,max_q_diff
0,0.750000,0.200000,0.200000,0.000000,0.000000,0.200000,0.200000,0.400000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10378.878000,272.574203,12,37,0.000000
