epoch,epsilon,team_return,team_return_ma,greedy_team_return,train_team_return,agent0_return,agent0_return_ma,agent0_train_return,agent1_return,agent1_return_ma,agent1_train_return,agent2_return,agent2_return_ma,agent2_train_return,agent0_task0_return,agent0_task0_return_ma,agent0_task0_train_return,agent0_task1_return,agent0_task1_return_ma,agent0_task1_train_return,agent0_task2_return,agent0_task2_return_ma,agent0_task2_train_return,agent0_task3_return,agent0_task3_return_ma,agent0_task3_train_return,agent0_task4_return,agent0_task4_return_ma,agent0_task4_train_return,duration_ms,comm_mb,spdcmp_calls,sedtp_calls,max_q_diff
0,0.700000,0.676667,0.676667,1.260000,0.676667,0.660000,0.660000,0.660000,0.810000,0.810000,0.810000,0.560000,0.560000,0.560000,0.950000,0.950000,0.950000,0.800000,0.800000,0.800000,0.350000,0.350000,0.350000,0.950000,0.950000,0.950000,0.250000,0.250000,0.250000,63355.943000,1494.917847,36,242,0.000000
